"","RESPNO","URBRUR","REGION","COUNTY","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_FAC_F","EA_FAC_G","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD_A","EA_ROAD_B","NOCALL_1","NOCALL_1OTHER","NOCALL_2","NOCALL_2OTHER","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3","Q4A","Q4B","Q5","Q6","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9","Q10A","Q10B","Q11A","Q11B","Q12A","Q12B","Q12C","Q12D","Q12E","Q13","Q14","Q15A","Q15B","Q15C","Q16","Q17","Q18","Q19A","Q19B","Q20A","Q20B","Q20C_KEN","Q21","Q22","Q23A","Q23B","Q23C","Q23D","Q24A","Q24B","Q24C","Q24D","Q24E","Q24F","Q24G_KEN","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q26F","Q27A","Q27B","Q27C","Q27D","Q27E","Q28A","Q28B","Q28C","Q29A","Q29B","Q29C","Q29D","Q29E","Q29F","Q29G","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42A","Q42B","Q42C","Q43","Q44","Q45A","Q45B","Q45C","Q45D","Q45E","Q46","Q47A","Q47B","Q48A","Q48B","Q48C","Q48D","Q48E","Q48F","Q49","Q50","Q51A","Q51B","Q51C","Q51D","Q51E_KEN","Q52A","Q52B","Q52C","Q52D","Q52E","Q52E1_KEN","Q52F","Q52G","Q52H","Q52I","Q52J","Q52K","Q52L","Q52M_KEN","Q53A","Q53B","Q53C","Q53D","Q53D1_KEN","Q53E","Q53E1_KEN","Q53F","Q53G","Q53H","Q53I","Q53J","Q54","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55L","Q56","Q57A","Q57B","Q58","Q58OTHER","Q59A","Q59B","Q60PT1","Q60PT1OTHER","Q60PT2","Q60PT2OTHER","Q60PT3","Q60PT3OTHER","Q61A","Q61B","Q62","Q63A","Q63B","Q63C","Q63D","Q63E_KEN","Q64","Q65A","Q65B","Q65C","Q66A","Q66B","Q66C","Q66D","Q66E","Q66F","Q66G","Q66H","Q66I","Q66J","Q66K","Q66L","Q66M","Q66N_KEN","Q67A","Q67B","Q67C_KEN","Q68A","Q68B","Q68C","Q68C1_KEN","Q68D","Q69A","Q69B","Q69C","Q70A","Q70B","Q71A","Q71B","Q71BOTHER","Q72","Q73A","Q73B","Q73C","Q73D","Q73E","Q74A","Q74AOTHER","Q74B","Q74BOTHER","Q75A","Q75B","Q76","Q77","Q78","Q79A","Q79B","Q80A","Q80AOTHER","Q80B","Q81A","Q81B","Q81C","Q81D","Q81E","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q83A_KEN","Q83B_KEN","Q83C_KEN","Q83D_KEN","Q84A_KEN","Q84B_KEN","Q84C_KEN","Q84D_KEN","Q85A_KEN","Q85B_KEN","Q85C_KEN","Q85D_KEN","Q86_KEN","Q87","Q87OTHER","Q88A","Q88B","Q89A","Q89B","Q89C","Q89D","Q89E","Q90A","Q90B","Q90BOTHER","Q91A","Q91B","Q91C","Q91D","Q92A","Q92B","Q93A","Q93B","Q94","Q95","Q96A","Q96B","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q117","withinwt"
"440","KEN0440",2,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,"",9997,"",9997,9997,9997,9997,9997,2,1,3,1,2014-11-29,44400,70,305,"",1,2,2,4,1,4,1,0,1,0,1,7,0,1,1,0,0,4,0,3,0,0,2,1,4,4,4,1,4,4,2,2,3,3,1,1,1,0,0,0,0,2,0,2,0,3,2,0,1,2,3,3,3,3,3,2,3,1,2,0,0,1,1,1,1,"Having freedom","","",1,9996,9996,3,2,1,4,4,4,1,1,3,2,3,3,4,3,4,1,3,2,2,1,1,1,3,1,2,2,1,2,3,1,1,1,1,3,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"",0,2,3,"",13,"",7,"",3,0,0,1,1,1,1,1,4,2,5,2,2,2,1,1,1,2,3,3,2,2,1,1,3,2,2,3,3,3,2,4,2,3,3,3,3,4,4,4,2,"",1,7,7,7,7,7,4,"",12,"",3,3,1,4,3,2,1,1,"",2,2,3,3,5,3,1,2,5,4,3,4,4,4,3,4,3,4,2,4,5,2,1,2,305,"",0,2,5,4,1,2,4,1,305,"",1,0,0,1,4,0,3,2,0,0,3,7,4,12,"",2,305,"",1,47520,52,1,1,"",1,"",1,1,4,0,0,0,0,0,0,2,2,1,1,2,2,"KEN14",37,1,1,301,8,1.02205566824127
"441","KEN0441",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-30,25860,51,305,"",1,1,3,9,1,1,0,0,1,0,1,7,0,0,1,0,0,4,0,0,0,0,2,1,2,4,4,3,1,4,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,2,2,2,2,0,0,1,1,0,5,1,1,3,"","","",9999,9996,9996,9,3,1,2,2,4,1,2,5,2,8,9,4,4,2,1,3,3,1,0,1,0,2,1,0,1,0,2,2,3,0,1,4,3,0,2,1,0,3,2,1,1,1,1,3,1,0,2,2,1,1,2,1,1,2,2,2,2,9,2,9,2,2,9,2,7,7,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",1,0,23,"",5,"",1,"",3,0,6,1,1,1,1,1,3,3,8,1,2,2,2,2,2,3,3,3,2,1,2,3,3,3,1,1,3,4,1,2,2,3,0,3,1,9,9,4,2,"",0,7,7,7,7,7,4,"",17,"",2,2,1,4,2,1,9,2,"",1,2,4,3,9,4,0,9,3,1,9,4,4,4,1,2,4,4,4,2,4,4,3,1,305,"",0,3,1,4,1,4,4,1,305,"",1,0,0,1,4,0,3,2,3,3,4,1,0,2,"",4,305,"",1,28500,44,2,1,"",4,"",1,1,1,0,0,0,0,0,2,2,2,1,1,2,2,"KEN11",29,2,2,305,9,1.62120956480423
"442","KEN0442",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-30,28860,36,305,"",1,2,4,4,2,4,0,0,0,0,0,7,0,0,1,0,0,4,4,4,4,4,1,1,4,4,4,4,1,3,0,0,3,3,1,1,3,1,1,1,0,0,0,0,0,3,0,0,2,1,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,"Freedom of speech","Voting for leaders you want","",1,3,9996,3,4,1,4,1,4,1,5,3,1,3,3,5,5,5,1,2,0,1,0,1,0,3,1,1,1,0,2,1,3,0,2,3,3,0,2,1,1,3,3,2,2,3,3,3,2,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,2,0,2,0,7,7,7,7,7,7,7,7,7,7,"",1,1,3,"",4,"",23,"",2,0,4,1,1,1,1,1,3,4,1,3,2,1,2,1,1,3,3,3,2,1,3,3,3,2,2,2,3,4,3,3,3,3,3,1,1,1,4,5,2,"",0,7,7,7,7,7,14,"",18,"",2,2,1,4,3,2,2,1,"",6,2,4,3,4,4,1,5,1,5,3,3,3,3,1,5,1,5,1,2,5,1,3,1,305,"",0,3,5,5,1,4,4,0,9997,"",1,1,0,1,4,4,3,1,4,3,12,4,6,2,"",3,305,"",1,31440,43,1,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN11",29,2,2,305,9,1.62120956480423
"443","KEN0443",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,6,1,2014-11-30,28500,20,305,"",2,2,3,4,3,2,0,0,0,0,1,7,0,0,0,1,0,4,4,2,4,4,0,0,2,4,4,4,4,4,0,1,1,2,1,1,4,0,1,0,0,0,0,3,0,3,2,9,1,2,3,1,3,3,3,2,2,1,1,0,2,2,1,2,3,"","","",9999,9996,9996,1,1,2,1,3,1,4,1,4,1,8,9,2,2,1,1,1,2,3,1,0,1,2,0,1,3,0,2,1,2,0,3,1,3,2,3,0,1,1,1,0,1,1,1,1,2,0,1,1,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,1,0,7,7,2,0,7,7,2,0,7,7,7,7,7,7,"",0,0,23,"",8,"",24,"",2,0,7,1,1,1,1,1,3,3,7,1,2,1,2,1,1,1,3,4,3,1,1,2,3,1,1,2,3,2,2,3,2,3,3,3,1,9,4,5,1,"",1,0,0,1,0,0,4,"",12,"",2,3,1,1,7,2,1,1,"",2,1,4,3,5,4,1,4,3,4,2,4,4,4,0,5,2,5,4,5,5,1,1,1,305,"",1,5,3,2,1,3,3,1,302,"",1,0,0,1,4,4,3,2,4,3,7,2,5,2,"",2,302,"",4,31200,45,1,1,"",4,"",1,1,1,0,0,0,0,0,1,1,2,1,2,2,2,"KEN12",25,2,2,301,6,1.62120956480423
"444","KEN0444",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-30,25380,29,305,"",1,1,1,1,1,2,3,1,0,0,2,5,0,2,2,3,0,1,0,0,0,0,1,1,2,9,3,3,4,4,2,2,3,3,0,1,2,0,0,0,0,2,0,3,0,3,3,9,2,1,3,1,3,3,3,3,3,0,1,1,0,4,1,1,3,"","","",9999,9996,9996,1,1,1,1,4,3,3,1,4,1,8,9,4,4,2,1,3,2,2,0,1,0,1,0,0,0,1,1,1,1,1,0,1,3,2,2,0,2,1,1,0,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,3,2,1,1,1,1,2,2,3,1,7,7,4,1,7,7,7,7,7,7,1,0,0,7,"",0,0,23,"",1,"",5,"",1,0,5,1,1,1,1,3,4,3,5,2,1,1,1,2,2,1,3,2,2,1,1,1,2,2,1,2,2,2,1,2,1,3,3,2,1,4,4,1,0,"",0,7,7,7,7,7,4,"",18,"",2,2,2,3,9,9,9,6,"",2,1,4,3,9,4,0,3,2,4,9,9,9,9,9,5,2,5,2,5,5,2,2,9,305,"",2,3,3,2,1,3,4,0,9997,"",0,0,0,0,0,0,3,2,0,2,3,1,2,14,"",3,9998,"",4,28020,44,2,1,"",4,"",1,1,1,0,0,0,0,0,3,1,2,2,2,3,2,"KEN12",25,2,2,301,6,1.62120956480423
"445","KEN0445",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-30,29820,32,305,"",1,3,3,3,4,5,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,2,3,4,2,2,4,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,1,2,1,3,3,3,2,4,1,1,3,"","","",9999,9996,9996,1,4,1,1,1,4,1,1,4,1,8,9,1,1,1,1,4,0,3,0,3,0,2,2,2,0,2,3,3,3,0,3,1,3,3,3,0,2,0,2,9,1,2,2,1,2,3,3,3,2,3,3,2,2,2,1,1,2,0,2,2,0,0,2,1,2,1,3,1,3,1,7,7,7,7,7,7,0,7,7,9999,"",1,1,24,"",1,"",2,"",2,0,4,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,3,3,3,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,1,0,"",0,7,7,7,7,7,4,"",5,"",3,3,1,4,9,9,9,1,"",1,0,2,3,5,2,1,9,1,5,2,4,4,4,2,5,1,5,4,5,1,1,2,1,305,"",2,3,5,5,1,5,5,1,302,"",0,0,0,1,3,0,3,3,0,2,3,1,3,16,"",3,302,"",8,33000,53,2,1,"",4,"",1,1,3,0,0,0,0,0,2,1,1,1,2,2,2,"KEN13",32,2,1,301,6,1.62120956480423
"446","KEN0446",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-30,26220,52,305,"",1,1,1,4,4,5,0,0,1,0,2,4,0,0,0,0,0,4,0,0,0,0,3,2,4,4,4,1,4,4,2,2,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,2,3,2,0,0,1,0,0,1,1,1,2,"Governance","","",8,9996,9996,3,4,1,4,1,4,1,2,4,1,2,3,1,1,1,1,1,1,1,1,1,0,3,2,2,0,2,1,3,1,0,1,5,3,3,3,0,0,2,2,0,0,2,2,2,2,2,3,0,2,3,3,3,3,3,0,0,3,0,3,3,0,0,3,1,3,0,2,1,2,0,7,7,7,7,7,7,0,7,7,4,"",1,1,3,"",8,"",13,"",2,0,6,1,1,1,1,1,4,1,5,1,1,1,1,1,1,1,3,3,2,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,"",0,7,7,7,7,7,4,"",5,"",3,3,2,1,4,3,2,1,"",1,2,2,3,4,2,1,1,1,1,3,4,4,4,3,5,5,5,4,5,5,1,1,1,305,"",0,5,5,5,1,5,5,1,302,"",1,0,0,1,4,0,3,2,0,2,3,1,5,16,"",3,302,"",8,29340,52,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,3,1,"KEN13",32,2,1,301,6,1.62120956480423
"447","KEN0447",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,6,1,2014-11-30,26340,58,305,"",2,4,2,3,4,4,1,0,1,1,2,3,0,0,0,0,0,3,0,0,0,9,2,1,4,4,4,4,1,4,2,1,2,3,1,1,3,1,0,1,0,0,0,1,0,2,1,0,1,2,3,3,2,3,3,2,1,1,2,0,0,1,1,1,1,"Freedom of speech","","",1,9996,9996,3,4,1,4,3,4,1,2,4,1,3,3,4,5,4,1,4,1,2,9,1,9,3,1,3,3,0,2,3,1,2,3,1,3,2,1,1,3,2,2,0,1,1,1,2,1,0,2,1,2,3,3,2,2,1,2,2,2,9,2,2,2,1,1,2,2,0,2,0,2,0,7,7,7,7,7,7,7,7,7,6,"",0,1,32,"",20,"",23,"",3,0,1,1,1,1,1,1,1,5,3,1,3,2,2,1,2,3,3,3,3,2,1,2,3,3,2,3,3,3,3,2,3,4,3,3,3,9,4,4,2,"",0,7,7,7,7,7,12,"",4,"",3,3,1,4,3,1,9,1,"",1,1,2,9,5,2,1,1,4,4,3,4,4,4,1,2,5,5,1,4,5,2,1,3,305,"",1,3,5,4,1,3,4,1,302,"",1,0,0,1,4,0,3,2,0,2,4,1,3,13,"",4,302,"",4,29520,53,1,1,"",4,"",1,1,4,1,1,0,0,0,0,2,2,1,1,2,2,"KEN14",37,1,1,301,8,1.62120956480423
"448","KEN0448",1,304,"Nyamira",1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,4,1,2014-11-30,30000,40,305,"",1,1,1,1,2,3,1,0,2,1,2,3,0,2,2,0,0,3,0,0,0,0,0,0,3,3,3,3,1,4,2,0,1,2,1,1,3,0,0,0,0,0,0,0,0,2,1,9,1,2,3,2,2,3,3,2,1,1,1,0,0,2,2,2,3,"","","",9999,9996,9996,9,3,1,4,4,4,1,1,3,1,8,9,5,4,5,1,4,3,2,9,0,9,2,2,2,2,0,2,3,1,1,2,1,3,0,2,1,3,1,1,0,1,1,1,1,1,1,2,2,2,2,3,2,2,1,9,9,2,1,2,1,1,1,1,1,2,0,2,0,7,7,7,7,3,0,7,7,7,7,7,8,"",0,0,23,"",32,"",13,"",2,0,0,1,1,1,1,1,2,4,5,1,1,2,2,1,2,2,3,3,2,2,1,2,2,2,2,4,3,2,1,1,2,4,1,1,9,9,9,4,2,"",0,7,7,7,7,7,11,"",4,"",3,3,4,4,7,2,9,1,"",1,2,3,4,5,3,0,9,2,4,9,4,4,4,1,3,4,4,1,5,5,1,2,1,305,"",0,4,5,5,1,3,4,1,302,"",1,0,0,0,2,0,3,3,0,2,3,1,2,16,"",3,302,"",98,33000,50,2,1,"",4,"",1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,"KEN14",37,1,1,301,8,1.62120956480423
"449","KEN0449",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,4,1,2014-11-30,52920,28,305,"",1,2,4,4,3,3,0,0,0,0,0,7,0,3,3,0,0,4,4,2,0,0,2,1,3,4,4,3,4,4,2,0,1,1,1,1,4,0,1,1,1,1,0,0,0,1,3,0,1,2,3,3,2,2,3,2,1,1,1,0,1,1,1,1,1,"Where there is justice and fairness","","",6,9996,9996,2,4,1,4,1,4,4,1,5,2,3,3,4,4,4,1,3,0,2,0,1,0,2,1,1,1,0,1,2,3,0,1,1,3,0,2,1,2,2,2,1,1,1,1,1,3,0,2,1,2,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"",0,0,14,"",3,"",23,"",3,0,6,1,1,1,1,1,5,1,3,4,2,3,3,1,1,3,3,3,3,1,3,3,3,3,1,1,1,3,2,2,2,3,0,0,1,2,4,2,0,"",0,7,7,7,7,7,14,"",4,"",3,3,4,4,7,1,1,2,"",1,1,4,5,5,4,1,2,4,4,2,3,3,3,1,5,1,5,2,4,4,4,2,1,305,"",0,3,2,5,1,5,4,1,302,"",1,1,0,1,4,0,3,2,4,3,3,1,5,16,"",4,302,"",1,55800,48,2,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN11",29,2,2,305,9,1.43181992232879
"450","KEN0450",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-30,56400,23,305,"",1,3,3,9,3,9,0,0,0,0,3,3,0,0,2,3,0,4,4,0,3,3,3,2,2,4,4,4,4,4,2,0,2,1,1,1,3,1,1,1,0,2,3,2,0,0,2,0,2,1,3,1,3,2,3,2,4,1,4,0,1,1,1,1,1,"Freedom of expression","Freedom to vote","",1,3,9996,2,4,1,4,1,1,4,1,4,1,2,2,3,2,3,2,2,1,2,1,1,0,2,1,0,1,0,1,3,2,1,0,1,2,2,3,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,1,1,1,3,2,4,0,7,7,7,7,7,7,7,7,0,7,7,4,"",0,0,23,"",1,"",3,"",3,0,0,1,1,1,1,1,3,5,7,1,2,3,1,1,1,3,3,3,2,1,1,3,3,3,1,1,1,2,2,2,2,3,3,3,1,4,4,5,7,"",0,7,7,7,7,7,16,"",17,"",2,2,1,4,3,1,2,9995,"Malaysia",2,1,4,3,5,4,1,1,2,5,3,4,4,4,0,5,1,5,4,5,5,5,4,2,305,"",2,2,3,3,1,3,3,0,9997,"",1,1,0,1,4,3,3,2,4,1,12,7,8,13,"",3,305,"",8,59160,46,1,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN11",29,2,2,305,9,1.43181992232879
"451","KEN0451",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-30,52500,65,305,"",2,1,1,2,1,1,2,0,1,0,2,3,0,3,3,3,0,4,4,0,0,0,0,0,4,4,4,4,1,4,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,3,2,9,1,2,3,1,3,2,3,2,1,1,1,0,0,1,1,1,2,"Freedom to do anything","","",1,9996,9996,2,1,4,4,3,4,1,1,4,1,3,4,4,1,2,1,1,0,2,1,2,1,3,1,1,2,1,1,3,1,0,3,1,3,2,2,0,3,3,0,0,9,0,0,0,3,0,3,2,3,3,3,2,2,2,2,2,3,9,9,1,0,0,3,1,7,7,2,0,7,7,7,7,7,7,7,7,7,7,7,3,"",0,0,7,"",8,"",9996,"",1,0,0,1,1,1,1,1,4,5,4,3,1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,1,1,3,1,1,1,3,3,3,3,4,4,1,0,"",0,7,7,7,7,7,16,"",4,"",2,2,4,2,9,9,9,1,"",9,3,4,5,6,3,1,1,2,5,3,9,9,9,9,1,5,5,4,1,4,1,2,1,305,"",0,3,3,1,1,3,1,1,305,"",1,1,0,1,4,0,3,2,0,2,3,1,2,16,"",0,305,"",8,55680,53,2,1,"",4,"",1,1,4,1,1,0,0,0,1,1,1,1,1,2,1,"KEN12",25,2,2,301,6,1.43181992232879
"452","KEN0452",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-30,56160,36,305,"",2,2,3,4,1,1,0,0,0,0,1,7,0,0,0,1,0,4,4,2,0,0,3,2,4,4,4,4,1,1,0,3,4,4,1,1,4,1,1,1,0,2,0,3,0,3,3,9,2,1,3,1,3,2,3,2,3,1,3,0,1,1,1,1,2,"Freedom to vote","Freedom of speech","",3,1,9996,3,1,4,1,4,1,1,1,4,1,4,4,5,1,5,1,1,0,2,0,0,0,3,0,0,3,2,2,3,2,1,2,1,3,3,2,0,3,2,0,2,2,2,1,2,3,1,9,9,3,3,3,1,2,2,2,2,3,9,1,9,1,0,2,1,1,0,7,7,2,0,7,7,2,0,7,7,7,7,7,7,"",0,1,32,"",5,"",7,"",1,1,3,1,1,1,1,1,5,5,3,4,1,1,1,2,1,1,3,1,3,1,1,3,3,1,2,1,2,1,1,2,1,3,3,3,3,2,4,1,0,"",0,7,7,7,7,7,4,"",9996,"",3,3,4,1,7,1,2,2,"",2,2,5,4,0,5,1,5,2,5,4,4,4,4,0,5,5,1,4,1,5,5,3,2,305,"",0,3,3,3,1,3,2,1,302,"",1,1,0,1,4,0,2,1,4,3,5,1,5,16,"",0,302,"",8,58860,45,1,1,"",4,"",1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN12",25,2,2,301,6,1.43181992232879
"453","KEN0453",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-30,53100,47,305,"",1,2,2,4,4,5,1,0,1,0,1,7,0,1,1,3,3,3,0,0,0,0,2,1,4,4,4,1,4,4,2,2,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,0,0,0,0,0,1,1,1,1,"Freedom to do anything","","",1,9996,9996,3,4,1,4,2,4,1,2,4,1,3,3,1,1,1,1,1,0,2,0,1,0,3,1,1,0,2,1,3,1,0,0,2,3,3,3,0,0,2,2,0,0,2,2,0,2,0,2,0,0,3,3,2,2,2,1,1,3,0,3,2,0,0,3,1,3,0,3,1,3,2,7,7,3,2,3,1,0,7,7,7,"",1,1,4,"",20,"",13,"",1,1,4,1,1,1,1,1,5,5,7,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,1,0,"",1,0,0,0,0,0,4,"",2,"",3,3,2,3,2,2,2,1,"",1,2,2,3,5,2,1,1,1,1,3,4,4,4,2,5,1,5,4,5,5,4,3,1,305,"",1,3,5,5,1,5,5,1,305,"",1,0,0,1,3,0,2,2,0,2,3,1,5,16,"",3,305,"",8,56040,49,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,2,2,"KEN13",32,2,1,301,6,1.43181992232879
"454","KEN0454",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-30,56400,35,305,"",1,3,3,4,4,4,1,1,1,0,2,3,0,0,0,0,0,4,0,0,0,0,3,2,4,4,4,1,2,4,2,0,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,2,2,1,2,0,0,0,0,0,5,5,5,2,"Party","","",19,9996,9996,2,3,1,1,2,3,1,2,3,2,3,2,3,3,3,2,3,0,3,0,2,0,2,2,2,1,1,1,3,1,0,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,2,2,2,2,2,3,2,2,2,2,1,3,1,2,0,3,0,2,0,7,7,7,7,7,7,7,7,7,2,"",2,2,1,"",3,"",2,"",1,1,4,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,2,0,"",0,7,7,7,7,7,18,"",9996,"",1,1,5,9,7,9,9,1,"",1,0,1,4,6,2,1,3,3,2,3,3,3,3,3,4,2,5,3,4,4,2,2,2,305,"",3,3,5,4,1,5,4,8,9997,"",1,0,0,1,3,0,3,2,0,2,3,1,4,14,"",3,9998,"",2,59400,50,2,1,"",1,"",4,1,1,0,0,0,0,0,2,1,1,2,2,3,2,"KEN13",32,2,1,301,6,1.43181992232879
"455","KEN0455",2,304,"Nyamira",1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-30,52800,31,305,"",1,2,2,2,1,3,1,1,0,0,2,3,0,2,2,0,0,4,3,2,0,0,2,1,4,4,4,3,1,4,3,1,2,4,1,1,3,0,0,0,0,0,0,2,0,2,3,0,1,2,3,1,3,3,3,2,4,1,2,0,0,1,1,1,1,"Freedom of expression and choice","","",1,9996,9996,3,4,1,4,3,4,1,1,1,1,3,3,2,4,1,1,4,3,2,1,2,1,3,0,1,1,0,3,3,1,1,1,1,3,2,3,2,3,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,0,3,0,3,1,7,7,7,7,7,7,0,7,7,6,"",1,1,20,"",14,"",3,"",2,0,7,1,1,1,1,1,1,4,0,1,1,2,1,1,2,3,3,3,2,2,1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,2,3,4,7,"",0,7,7,7,7,7,7,"",14,"",3,3,1,4,2,2,9,9999,"",2,3,3,4,5,3,0,9,2,5,3,4,4,4,0,4,5,5,1,4,5,2,1,2,305,"",0,5,5,5,2,5,4,1,302,"",1,1,0,1,4,0,3,2,3,2,3,1,4,2,"",5,302,"",5,56040,54,1,1,"",1,"",1,1,1,0,0,0,0,0,0,2,2,2,3,2,2,"KEN14",37,1,1,301,8,1.43181992232879
