"","RESPNO","URBRUR","PROVINCE","DISTRICT","HHOLDSE1","HHOLDSE2","HHOLDSE3","HHOLDSE4","HHOLDSE5","HHOLDSE6","HHOLDSE7","PREVINT","CURRINT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q3","Q4A","Q4B","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9A","Q9B","Q9C","Q10","Q11","Q12","Q13","Q14A","Q14B","Q14C","Q15A","Q15B","Q15C","Q16","Q17","Q18A","Q18B","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28A","Q28B","Q28C","Q28D","Q29","Q30","Q31A","Q31B","Q31C","Q32A","Q32A_KEN","Q32B","Q32C","Q32D","Q32E","Q32F","Q32G","Q33","Q34","Q35A","Q35PT1","Q35B","Q35PT2","Q35C","Q35PT3","Q36A","Q36B","Q36C","Q37","Q38","Q39","Q40","Q41","Q42","Q43A1","Q43A2","Q43B1","Q43B2","Q43C1","Q43C2","Q44A1","Q44A2","Q44B1","Q44B2","Q44C1","Q44C2","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q53A","Q53B","Q53C","Q53D","Q54A","Q54B","Q54C","Q54D","Q54E","Q54F","Q54G","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55M","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q56J","Q57A","Q57B","Q57C","Q57D","Q57E","Q57F","Q58A","Q58B","Q58C","Q59","Q60","Q61","Q62A","Q62B","Q63PT1","Q63PT2","Q63PT3","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q66","Q67A","Q67B","Q67C","Q67D","Q68A","Q68B","Q68C","Q69A_verb","Q69A_code","Q69B_verb","Q69B_code","Q70A","Q70B","Q70C","Q70D","Q71A","Q71B","Q71C","Q71D","Q71E","Q72A","Q72B","Q72C","Q73A","Q73B","Q73C","Q73D","Q73E","Q73F","Q73G","Q74A","Q74B","Q74C","Q74D","Q74E","Q74F","Q74G","Q75A","Q75B","Q75C","Q75D","Q75E","Q76A","Q76B","Q77A","Q77B","Q78A","Q78B","Q78C","Q78D","Q79","Q80A","Q80B","Q81","Q82","Q83","Q84A","Q84B","Q84C","Q84D","Q85","Q86","Q87","Q88A_KEN","Q88B_KEN","Q88C_KEN","Q88D_KEN","Q89A_KEN","Q89B_KEN","Q90","Q91","Q92","Q93A","Q93B","Q93C","Q93D","Q93E","Q93F","Q94","Q95","Q96A","Q96B","Q97","Q98","Q99","Q99A_KEN","Q99B_KEN","Q100","Q101","ENDTIME","LENGTH","Q102","Q103","Q104","Q105A","Q105B","Q105C","Q105D","Q105E","Q106","Q108A","Q108B","Q108C","Q108D","Q108E","Q108F","Q110","Q111","Q112","Q113","Q114","Q115","Q116A","Q116B","Q116C","Q116D","Q116E","Q116F","Q116G","Q116H","Q116I","Q116J","Q116K","Q117A","Q117B","Q118","withinwt"
"173","KEN0601",2,212,"KITUI",3,997,997,997,997,997,997,1,1,1,2005-09-06,67200,39,1,203,4,4,1,4,4,4,4,2,3,4,0,1,1,1,1,0,3,1,4,2,3,3,4,4,1,1,2,0,1,4,4,1,1,1,1,1,3,2,4,2,2,2,2,1,1,3,2,0,2,3,0,0,0,2,3,1,1,1,"VOTING FOR FEW POLITICAL LEADERS DURING POLLS",3,"NFR",996,"NFR",996,5,1,1,3,1,1,1,3,1,"NYIVA MWENDWA",3,"KALII",3,"OMUNDI",3,"NARC",3,"TWICE",3,"PARLIAMENTARY",2,2,3,3,4,1,1,1,2,2,4,4,1,2,2,0,4,4,9,4,4,3,3,3,3,3,3,3,0,3,2,3,3,9,3,0,1,0,0,0,0,2,0,1,0,0,0,7,0,0,0,3,3,2,1,2,1,1,3,995,3,14,3,3,3,2,2,3,3,4,3,2,2,3,2,3,2,3,3,3,3,4,"YES",2,"NO",2,2,3,3,3,3,9,1,3,3,7,7,7,0,1,0,2,2,2,0,0,1,1,2,3,0,0,6,2,2,2,2,3,3,1,1,3,2,0,1,203,4,4,2,4,0,2,2,1,0,1,202,3,1,1,3,2,1,2,5,10,5,1,1,0,1,0,0,0,6,1,0,1,3,202,2,2,21,1,70320,52,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN54",28,1,2,201,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.162581576
"174","KEN0164",1,211,"MOMBASA",997,997,997,997,997,997,997,1,2,1,2005-09-09,54900,30,0,4,2,2,4,4,4,1,2,2,0,2,0,2,2,2,0,0,4,1,3,4,2,2,1,4,4,2,2,1,2,4,5,3,1,1,1,1,1,1,3,2,0,0,2,1,1,3,1,0,2,2,2,1,1,2,0,1,1,3,"DK",999,"NFR",996,"NFR",996,2,2,1,9,1,3,3,3,3,"ANANIA MWABOZA",3,"DK",9,"DK",9,"DK",9,"FIVE",2,"DK",9,1,9,9,9,1,1,1,9,4,4,9,3,2,0,2,4,4,3,4,3,2,3,2,2,2,2,1,2,2,2,3,3,3,2,2,2,1,1,1,2,2,1,1,0,1,1,3,0,2,2,3,3,3,1,2,1,0,0,14,20,1,2,2,2,2,2,3,3,3,2,2,2,3,1,2,3,3,2,3,3,3,"YES",2,"NO",2,2,4,2,4,2,2,2,2,3,7,7,7,0,0,0,0,2,1,0,0,1,1,2,1,1,0,2,2,2,2,2,0,1,2,3,3,3,0,0,213,3,4,9,5,0,2,1,2,1,1,206,2,1,2,9,2,2,7,3,200,6,1,1,1,0,0,0,3,24,0,1,1,6,206,9,7,999,2,57900,50,1,4,5,0,0,0,0,0,2,1,1,1,1,1,1,"KEN31",26,2,2,209,8,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.636087998
"175","KEN0218",2,211,"KILIFI",997,997,997,997,997,997,997,1,2,1,2005-09-08,42000,23,0,208,4,4,3,2,2,3,3,1,0,1,0,2,0,0,0,0,1,1,2,2,2,2,2,4,3,0,0,0,2,2,2,2,1,1,1,1,1,1,3,0,0,0,0,1,1,3,3,1,0,0,0,0,0,1,0,0,1,3,"DK",999,"NFR",996,"NFR",996,2,2,2,9,1,2,2,3,1,"JOE HAMISI",3,"SOPHIA",2,"MOODY AWORI",3,"DK",9,"DK",9,"DK",9,1,9,9,9,1,1,1,4,4,2,9,2,3,1,2,4,4,3,4,2,3,2,0,2,0,0,1,0,3,2,2,2,9,9,1,1,2,1,1,0,9,0,0,0,1,7,7,0,0,1,3,3,3,2,2,1,0,0,8,20,3,2,2,2,2,2,3,3,3,3,2,2,3,4,2,2,2,9,3,3,2,"YES",2,"NO",2,1,4,1,3,3,2,2,3,3,7,7,7,7,7,7,7,7,7,7,0,1,1,2,2,1,0,2,2,2,2,2,3,1,1,1,3,3,0,0,208,4,4,2,3,0,3,2,2,2,1,206,2,2,2,1,2,9,7,4,3,4,1,1,0,0,0,0,3,0,1,1,1,2,206,9,7,21,2,44400,40,1,1,1,0,0,0,0,0,1,1,1,1,2,1,1,"KEN31",26,2,2,209,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.095621548
"176","KEN0604",2,212,"KITUI",7,3,997,997,997,997,997,1,2,1,2005-09-06,64200,30,0,203,1,1,4,3,3,4,3,3,1,1,0,3,2,2,0,0,1,1,4,4,2,1,1,4,0,0,0,1,2,2,3,2,1,1,1,1,4,2,3,2,1,0,0,6,7,1,1,0,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFR",996,"NFR",996,5,1,2,3,1,1,1,2,3,"DK",9,"KALII",3,"NGILU",2,"DK",9,"DK",9,"DK",9,9,8,9,9,2,3,9,3,2,1,4,3,2,9,3,4,4,4,4,5,3,5,2,1,2,1,0,0,0,0,1,2,2,1,0,0,0,1,1,9,9,9,1,0,7,0,7,0,7,2,3,3,2,2,1,2,1,1,11,8,3,9,1,1,2,2,3,3,3,2,1,2,9,4,2,9,3,9,3,3,2,"YES",2,"NO",2,2,4,1,4,2,2,2,3,3,7,7,7,0,0,1,1,2,1,0,0,1,1,2,1,2,3,7,7,7,2,2,9,9,1,1,3,3,0,0,203,3,5,1,3,0,3,3,1,0,1,201,2,9,9,9,9,2,7,2,5,4,1,1,0,0,0,0,0,24,1,1,0,997,206,9,7,1,2,67860,51,1,203,4,0,0,0,0,0,2,1,1,1,1,1,1,"KEN52",25,2,2,203,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162581576
"177","KEN0167",1,211,"MOMBASA",3,7,1,6,997,997,997,2,1,1,2005-09-09,51300,33,0,4,1,1,1,2,1,3,3,3,4,2,1,3,2,2,1,3,2,2,5,4,2,1,1,4,3,2,3,2,3,3,3,5,4,1,2,2,2,3,1,2,0,0,2,1,4,2,3,3,1,1,0,0,0,2,0,3,1,1,"TRANSPARENCY",8,"UNITY",4,"NFA",996,1,1,1,3,1,3,1,3,2,"MWABOZA",3,"JUNIOR",3,"MOODY AWORI",3,"NARC",3,"2",3,"MP'S",2,3,2,2,3,2,2,1,4,4,3,3,1,2,1,2,3,4,2,3,2,1,1,0,0,0,0,0,1,3,0,2,3,3,3,3,3,3,3,3,2,9,2,9,1,1,1,0,0,3,2,1,3,1,1,3,2,1,1,3,1,23,1,1,1,1,1,1,2,2,1,2,2,4,3,1,1,2,2,1,2,2,"YES",2,"NO",2,1,4,1,2,1,7,1,2,2,7,2,7,1,3,2,1,3,2,0,0,1,1,2,3,2,0,1,7,6,3,6,1,1,1,1,3,2,1,0,801,4,3,2,4,0,2,2,2,1,1,208,2,1,1,3,2,1,0,4,6,2,1,1,0,1,0,0,3,8,0,3,0,997,997,2,1,4,1,54660,56,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN33",25,2,2,201,8,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0.636087998
"178","KEN0289",1,215,"KISUMU",997,997,997,997,997,997,997,2,1,1,2005-09-10,62100,21,1,201,4,3,3,2,3,2,3,3,0,2,0,3,7,3,1,0,4,2,3,3,2,1,1,4,4,3,3,2,2,4,4,1,1,1,1,1,2,4,4,1,0,0,0,6,7,3,3,2,0,0,0,0,0,1,0,0,1,1,"FREEDOM OF SPEECH",1,"GOOD GOVERNANCE",8,"MULTIPARTISM",3,1,1,1,3,1,3,1,4,4,"KEN NYAGUDI",2,"DK",9,"MOODY AWORI",3,"KANU",2,"TWO",3,"DK",9,1,2,1,3,1,1,1,1,5,1,3,2,1,0,3,4,4,2,4,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,3,1,1,1,7,7,0,0,3,3,3,2,1,3,1,1,1,4,3,20,1,2,1,1,1,1,1,2,3,2,1,2,2,2,2,4,1,2,2,2,"YES",2,"NO",2,2,4,2,4,1,1,2,3,3,7,7,7,7,7,7,7,7,7,7,0,1,1,2,3,3,1,2,2,2,2,2,3,3,1,1,3,3,0,0,201,5,2,3,4,0,2,2,2,0,1,202,3,1,1,3,1,1,2,6,4,5,1,1,0,1,0,0,0,0,0,2,1,4,202,2,2,17,1,66000,65,1,1,1,0,0,0,0,0,0,1,1,1,2,1,1,"KEN14",31,2,1,201,9,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.606122735
"179","KEN0730",2,217,"MT.ELGON",-1,997,997,997,997,997,997,2,1,1,2005-09-09,49800,21,0,807,1,5,3,5,5,3,5,0,0,0,0,3,2,3,0,0,4,4,4,1,4,4,3,4,4,2,1,1,4,2,4,1,4,1,1,1,1,4,2,2,3,0,2,5,7,3,3,1,0,0,0,0,0,0,0,0,7,1,"DK",999,"NFR",996,"NFR",996,4,2,4,3,1,1,1,4,2,"DK",9,"DK",9,"MOODY",3,"DK",9,"ONCE",2,"PRESIDENT",2,1,4,2,4,1,4,4,4,4,4,4,0,0,2,3,1,4,2,2,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,0,0,1,3,0,0,2,2,2,2,4,0,2,2,13,18,4,1,4,3,2,2,2,3,3,3,2,2,1,4,1,1,3,9,1,1,3,"NO",1,"NO",2,1,2,3,3,7,2,7,3,3,-1,7,-1,2,0,2,2,3,3,3,0,1,2,1,0,0,0,2,2,2,2,2,3,3,1,1,3,3,3,3,821,3,4,0,4,0,3,1,1,1,0,997,7,9,9,9,9,9,7,3,4,5,0,1,0,1,0,0,1,2,0,0,0,997,201,9,7,999,1,54900,85,1,216,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN44",31,1,1,202,9,0,1,1,0,1,9,1,1,1,0,1,1,0,0,1.157667662
"180","KEN0749",1,217,"KAKAMEGA",997,997,997,997,997,997,997,1,2,1,2005-09-16,35400,53,1,202,3,3,4,3,3,2,2,0,0,0,2,0,0,1,1,1,4,2,2,4,4,2,3,4,4,3,2,0,1,2,4,1,1,2,1,1,1,4,4,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,7,1,"MANY POLITICAL PARTIES",3,"NFR",996,"NFR",996,1,1,1,3,1,3,1,4,2,"KULUNDU",3,"DK",9,"MOODY AWORI",3,"NARC",3,"2",3,"PRESIDENT",2,1,3,3,3,1,2,1,2,2,1,2,3,3,9,1,4,4,4,5,3,4,4,1,1,0,0,1,9,9,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,7,7,7,7,7,0,3,3,3,2,3,0,0,0,3,18,996,2,3,1,2,1,3,2,3,3,2,3,4,3,2,2,3,3,2,1,1,"YES",2,"NO",2,9,9,9,9,3,4,2,2,2,7,7,7,7,7,7,7,7,7,7,0,1,2,1,0,0,0,2,2,2,2,2,3,3,9,9,3,3,1,0,202,2,2,1,5,0,0,1,1,1,0,997,7,2,1,3,1,1,2,3,3,5,1,1,1,1,1,0,5,18,0,0,1,10,202,9,7,5,2,39600,70,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN43",28,2,2,202,8,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0.529803039
"181","KEN0547",2,216,"NAKURU",8,997,997,997,997,997,997,1,2,2,2005-09-12,44640,29,0,206,2,3,3,3,3,2,2,0,0,0,0,1,0,1,0,0,2,2,3,2,2,2,2,4,3,3,1,0,2,3,3,2,2,5,1,1,2,5,3,2,0,0,0,1,1,2,0,0,0,2,0,0,0,3,0,2,1,1,"FREEDOM OF EXPRESSION",1,"NFR",996,"NFA",996,2,1,2,3,2,2,3,3,2,"MOSES CHEBOI",3,"DK",9,"FORGOT",1,"DK",9,"DK",9,"DK",9,1,3,3,3,2,2,1,4,4,4,4,1,2,1,1,4,4,4,4,3,4,2,2,2,1,1,2,2,2,3,2,3,0,2,1,1,1,1,1,2,9,1,1,0,0,0,0,0,0,1,2,3,2,2,2,1,1,1,23,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,3,3,2,3,3,2,"YES",2,"YES",1,3,3,2,3,3,2,3,3,3,7,7,7,0,0,0,0,0,0,0,0,1,2,1,3,0,0,7,7,2,1,2,2,1,1,1,3,2,1,0,206,4,4,2,5,0,3,1,1,1,0,997,7,2,1,3,2,1,2,5,14,5,1,1,1,0,0,0,1,1,0,1,1,4,201,2,2,21,2,47760,52,1,4,2,0,0,0,0,0,0,1,1,3,1,1,2,"KEN73",21,2,2,200,8,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1.251873798
"182","KEN0149",2,211,"MOMBASA",7,997,997,997,997,997,997,1,2,1,2005-09-07,44400,25,0,203,1,3,9,2,3,4,4,0,1,0,0,1,0,2,0,0,1,1,2,4,3,3,2,2,4,0,0,0,2,9,1,1,1,1,1,1,3,5,3,3,2,1,2,1,1,4,4,1,0,0,0,0,0,2,0,0,2,1,"DK",999,"NFR",996,"NFR",996,5,1,1,9,1,1,2,3,3,"RASHID SHAKOMBO",3,"HAMISI MUSA",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"PRESIDENT",2,9,9,9,9,1,1,1,9,5,4,9,0,2,9,2,3,4,3,4,1,2,3,1,0,9,1,1,2,0,0,1,3,3,9,2,1,2,1,2,2,9,1,0,1,1,0,0,0,1,3,2,2,2,1,4,0,0,1,3,9,20,1,2,2,1,2,2,3,3,3,2,3,3,3,3,3,9,9,2,1,2,"YES",2,"NO",2,1,4,1,4,3,3,2,2,2,7,7,7,0,0,1,0,2,0,0,0,1,2,1,3,0,0,4,7,7,7,7,0,3,2,1,3,3,1,1,203,4,4,1,4,0,2,2,0,1,9,997,7,2,2,2,2,1,1,5,10,5,1,1,1,1,0,1,0,3,0,1,1,10,997,9,7,1,2,47640,54,1,4,4,0,1,0,0,0,2,1,2,2,1,1,1,"KEN33",25,2,2,201,8,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1.095621548
"183","KEN0209",2,211,"KILIFI",997,997,997,997,997,997,997,2,1,1,2005-09-08,57300,39,0,214,2,2,3,2,2,2,2,1,2,0,1,4,0,0,0,0,3,2,3,4,4,2,2,3,3,1,1,1,2,3,3,1,1,1,2,2,3,2,3,2,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,7,1,"EQUAL RIGHTS",6,"NFR",996,"NFR",996,1,1,1,3,1,1,1,3,2,"JOE KHAMISI",9,"DK",9,"MOODY AWORI",3,"DK",9,"2",3,"DK",9,2,3,2,2,2,1,1,2,4,4,4,1,3,9,1,4,4,3,4,3,2,2,2,1,1,2,2,1,3,1,1,1,9,9,1,1,1,2,1,2,1,1,0,0,0,7,7,7,1,1,3,3,2,1,2,1,0,1,4,8,9,1,2,1,2,2,2,3,3,2,2,2,3,3,9,9,4,9,3,2,2,"YES",2,"NO",2,2,4,2,4,2,2,2,3,3,7,7,7,0,7,7,7,7,7,7,0,1,2,1,3,0,0,2,2,2,2,2,3,3,1,1,3,3,1,1,804,4,4,1,5,0,2,2,1,1,1,202,2,1,1,2,2,1,0,3,200,6,0,1,0,0,0,0,1,14,0,0,1,18,202,2,2,1,1,60120,47,1,4,1,0,0,0,0,0,1,1,1,1,2,2,1,"KEN32",26,1,2,209,8,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1.095621548
"184","KEN0340",2,215,"RACHUONYO",997,997,997,997,997,997,997,2,1,1,2005-09-12,54420,19,0,201,2,2,2,4,4,3,4,3,0,2,0,4,3,0,1,0,3,3,1,4,3,1,1,3,1,0,2,0,1,4,5,1,1,1,4,4,4,3,4,2,0,0,0,5,7,1,1,1,0,0,0,0,0,0,1,3,1,1,"POLITICS",19,"DEVELOPMENT",5,"NFR",996,1,1,1,3,1,4,1,4,4,"PETER OWIDI",3,"OTIENO ODIDA",3,"MOODY AWORI",3,"NARC",3,"NOT LIMITED",2,"JUSTICE MINISTER",2,1,3,3,3,1,1,1,1,5,5,5,3,3,3,3,5,4,4,4,2,2,3,1,1,2,2,0,0,3,1,3,1,2,3,1,1,1,1,1,2,2,0,0,0,7,7,7,0,7,0,3,3,3,1,3,2,1,1,24,23,20,1,1,1,1,1,1,1,2,1,1,1,4,3,1,1,4,1,3,3,3,"YES",2,"YES",1,1,4,1,4,7,7,7,7,2,1,5,5,0,0,0,1,0,1,0,0,1,2,1,3,0,1,3,2,2,3,2,0,1,3,0,3,3,1,1,201,4,2,1,2,0,2,1,1,0,1,202,1,1,1,3,1,1,0,3,2,1,1,0,0,0,0,0,0,2,0,2,0,997,202,2,2,1,1,58260,64,1,201,4,0,0,0,0,0,0,1,1,1,1,1,2,"KEN11",24,1,2,201,8,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1.169642018
"185","KEN0188",1,211,"MOMBASA",997,997,997,997,997,997,997,2,1,1,2005-09-10,39300,30,1,209,4,4,4,2,4,9,9,1,1,1,1,1,7,1,0,0,1,1,3,4,2,2,3,4,3,4,2,1,2,4,4,3,1,1,1,4,1,1,2,2,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,7,1,"FREEDOM TOJOIN ANY POLITICAL PARTY OR WORK ASSOCIATION",1,"NFR",996,"NFR",996,2,4,2,3,3,1,1,3,3,"MWAKWERE",2,"DK",9,"DK",9,"NARC",3,"5",2,"MEMBERS PARLIAMENT",2,3,2,2,2,1,1,1,4,4,2,4,3,3,0,2,3,3,4,4,2,4,3,2,1,2,9,2,1,3,2,3,3,2,3,1,2,2,2,1,2,1,1,2,1,0,7,0,0,0,0,2,3,3,1,2,1,0,1,3,17,13,1,3,2,2,2,3,3,3,3,2,3,4,5,3,3,3,2,2,3,9,"YES",2,"YES",1,2,4,2,4,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,0,1,2,2,2,0,0,7,2,2,2,2,3,3,2,2,3,3,1,1,209,4,4,2,5,0,2,3,2,2,1,201,3,3,2,1,2,1,1,3,4,4,1,0,0,0,0,0,2,10,1,1,0,997,201,1,7,9,1,43440,69,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,"KEN31",26,2,2,209,8,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0.636087998
"186","KEN0607",2,212,"KITUI",7,997,997,997,997,997,997,0,2,1,2005-09-06,60480,69,1,203,1,1,1,2,1,9,9,3,3,2,0,3,2,0,0,0,1,9,9,9,2,3,1,1,0,0,3,0,5,2,1,9,3,1,5,4,9,9,9,0,0,0,0,6,7,2,2,0,0,0,0,0,0,0,1,0,1,3,"DK",999,"NFA",996,"NFA",996,9,1,9,9,1,9,1,3,1,"NYIVA KITILI",3,"BENJAMIN KALII",3,"DK",9,"DK",9,"DK",9,"DK",9,3,9,9,9,1,9,9,4,4,4,9,9,9,3,2,5,5,9,5,4,5,5,1,2,9,2,0,0,2,3,9,9,9,9,9,9,9,9,9,9,9,9,9,0,7,7,7,7,7,0,3,2,2,1,2,2,9,3,14,4,17,3,9,9,2,1,2,2,3,1,1,9,9,1,9,9,9,9,3,4,3,"YES",2,"NO",2,2,3,9,3,2,3,9,3,3,7,7,7,3,0,0,0,0,3,0,0,1,2,2,3,0,0,7,2,2,2,2,0,3,2,1,3,0,1,1,203,5,5,1,3,0,1,0,1,0,1,202,3,9,9,9,9,1,0,0,2,3,0,0,0,0,0,0,0,24,1,0,1,4,202,7,7,1,2,65880,90,1,203,3,0,0,0,0,0,0,1,2,1,2,1,1,"KEN54",28,1,2,201,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.162581576
"187","KEN0142",1,213,"NAIROBI",2,6,6,997,997,997,997,1,2,1,2005-09-17,46980,31,0,202,1,2,2,3,4,4,5,1,2,1,1,2,7,3,1,2,1,1,1,4,9,4,1,4,3,3,2,1,4,9,4,2,1,1,1,1,5,3,3,1,0,0,2,1,1,4,4,2,2,3,0,1,2,2,0,1,1,1,"UNITY",4,"CENTRALIZATION OF GOVERNMENT",21,"NFA",996,1,1,1,3,1,4,5,5,1,"RAILA ODINGA",3,"MANDEVU",2,"MOODY AWORI",3,"NARC",3,"3",2,"PARLIAMENT",2,2,2,3,3,1,1,1,3,4,4,4,3,3,2,3,4,4,3,3,3,2,1,0,1,2,2,0,1,0,0,1,2,3,3,2,2,2,1,2,1,1,2,1,1,3,7,0,0,1,2,1,2,1,1,2,2,1,2,1,3,20,1,2,2,3,1,1,2,3,1,2,1,3,1,1,1,9,9,1,4,2,"YES",2,"YES",1,1,3,1,3,1,7,1,7,3,7,3,7,7,7,7,7,7,7,7,0,1,2,2,3,0,0,4,7,5,4,2,1,1,2,3,3,3,1,1,202,4,4,2,4,0,0,1,1,1,1,205,1,2,1,3,2,1,0,5,6,5,1,0,0,0,1,0,3,8,0,2,1,5,205,7,7,13,2,50220,54,1,4,3,0,0,0,0,0,1,1,1,1,2,2,1,"KEN33",25,2,2,201,8,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.6566475
"188","KEN0154",2,211,"MOMBASA",3,997,997,997,997,997,997,1,2,1,2005-09-07,58500,43,1,200,4,4,4,4,4,5,5,0,0,1,1,1,1,2,3,0,4,1,4,1,4,2,1,3,4,4,3,1,4,4,1,1,1,1,1,1,1,4,4,2,0,2,3,1,1,3,3,1,2,2,2,3,3,2,1,2,2,1,"FREEDOM OF EXPREESSION",1,"FREEDOM EQUAL TREATMENT",6,"AVAILABILITY OF BASIC NEEDS",5,1,1,1,3,1,1,1,4,1,"SULEIMAN SHAKOM",3,"HAMISI MUSA",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"PARLIMENT",2,2,3,2,3,1,1,4,4,2,1,2,3,1,0,1,4,4,2,4,4,2,4,3,1,2,1,2,0,3,1,1,2,2,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,3,3,3,1,2,1,0,0,14,28,11,2,4,3,2,3,3,3,3,3,2,2,3,4,2,2,3,1,3,3,2,"YES",2,"YES",1,2,4,2,4,3,2,2,3,3,7,7,7,0,0,1,1,2,2,0,0,1,2,2,2,2,0,2,2,2,2,2,3,3,1,1,3,3,0,1,200,3,3,1,3,0,2,2,2,2,0,997,7,2,2,1,3,1,2,6,2,5,1,1,1,1,0,0,5,20,0,1,1,8,201,1,7,21,2,62040,59,1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN31",26,2,2,209,8,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1.095621548
"189","KEN0246",2,211,"MALINDI",997,997,997,997,997,997,997,1,2,1,2005-09-13,48480,19,0,208,3,2,9,3,3,4,5,2,4,2,0,4,7,0,0,0,2,2,2,4,3,2,9,0,0,0,1,0,1,9,3,3,3,2,1,1,5,9,4,0,0,0,1,5,7,1,1,0,0,0,0,0,0,2,0,3,4,1,"GOVERNMENT FOR ALL PEOPLE",2,"NFA",996,"NFA",996,5,1,1,3,1,1,5,3,3,"KOMBE",3,"KAZITU",3,"WAMALWA",2,"DK",9,"FIVE",2,"PRESIDENT",2,9,2,3,2,2,2,2,9,5,5,9,2,3,9,1,5,5,9,5,4,3,3,3,9,9,3,9,9,3,3,9,9,9,9,1,1,1,9,1,1,9,9,0,1,7,7,7,7,7,0,2,3,1,1,4,0,0,0,17,11,14,2,9,9,9,9,4,4,1,1,1,9,3,1,1,3,9,9,2,1,2,"YES",2,"NO",2,1,4,1,4,7,7,7,7,3,2,3,1,7,7,7,7,7,7,7,0,1,2,3,3,0,0,4,7,5,4,3,0,1,9,0,3,3,1,1,208,5,5,2,1,1,3,3,3,0,1,206,1,9,9,9,9,2,7,2,10,4,1,0,0,0,0,0,2,6,0,0,0,997,206,1,7,21,2,51180,45,1,4,1,0,0,0,0,0,3,1,2,1,1,1,1,"KEN33",25,2,2,201,8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.095621548
